Country,Date,Confirmed,Deaths,Recovered,Active,New_cases,New_deaths,New_recovered,WHO_Region
Panama,2/16/2020,0,0,0,0,0,0,0,Americas
Papua New Guinea,2/16/2020,0,0,0,0,0,0,0,Western Pacific
Paraguay,2/16/2020,0,0,0,0,0,0,0,Americas
Peru,2/16/2020,0,0,0,0,0,0,0,Americas
Philippines,2/16/2020,3,1,1,1,0,0,0,Western Pacific
Poland,2/16/2020,0,0,0,0,0,0,0,Europe
Portugal,2/16/2020,0,0,0,0,0,0,0,Europe
Qatar,2/16/2020,0,0,0,0,0,0,0,Eastern Mediterranean
Romania,2/16/2020,0,0,0,0,0,0,0,Europe
Russia,2/16/2020,2,0,2,0,0,0,0,Europe
Rwanda,2/16/2020,0,0,0,0,0,0,0,Africa
Saint Kitts and Nevis,2/16/2020,0,0,0,0,0,0,0,Americas
Saint Lucia,2/16/2020,0,0,0,0,0,0,0,Americas
Saint Vincent and the Grenadines,2/16/2020,0,0,0,0,0,0,0,Americas
San Marino,2/16/2020,0,0,0,0,0,0,0,Europe
Sao Tome and Principe,2/16/2020,0,0,0,0,0,0,0,Africa
Saudi Arabia,2/16/2020,0,0,0,0,0,0,0,Eastern Mediterranean
Senegal,2/16/2020,0,0,0,0,0,0,0,Africa
Serbia,2/16/2020,0,0,0,0,0,0,0,Europe
Seychelles,2/16/2020,0,0,0,0,0,0,0,Africa
Sierra Leone,2/16/2020,0,0,0,0,0,0,0,Africa
Singapore,2/16/2020,75,0,18,57,3,0,0,Western Pacific
Slovakia,2/16/2020,0,0,0,0,0,0,0,Europe
Slovenia,2/16/2020,0,0,0,0,0,0,0,Europe
Somalia,2/16/2020,0,0,0,0,0,0,0,Eastern Mediterranean
South Africa,2/16/2020,0,0,0,0,0,0,0,Africa
South Korea,2/16/2020,29,0,9,20,1,0,0,Western Pacific
South Sudan,2/16/2020,0,0,0,0,0,0,0,Africa
Spain,2/16/2020,2,0,2,0,0,0,0,Europe
Sri Lanka,2/16/2020,1,0,1,0,0,0,0,South-East Asia
Sudan,2/16/2020,0,0,0,0,0,0,0,Eastern Mediterranean
Suriname,2/16/2020,0,0,0,0,0,0,0,Americas
Sweden,2/16/2020,1,0,0,1,0,0,0,Europe
Switzerland,2/16/2020,0,0,0,0,0,0,0,Europe
Syria,2/16/2020,0,0,0,0,0,0,0,Eastern Mediterranean
Taiwan*,2/16/2020,20,1,2,17,2,1,0,Western Pacific
Tajikistan,2/16/2020,0,0,0,0,0,0,0,Europe
Tanzania,2/16/2020,0,0,0,0,0,0,0,Africa
Thailand,2/16/2020,34,0,14,20,1,0,2,South-East Asia
Timor-Leste,2/16/2020,0,0,0,0,0,0,0,South-East Asia
Togo,2/16/2020,0,0,0,0,0,0,0,Africa
Trinidad and Tobago,2/16/2020,0,0,0,0,0,0,0,Americas
Tunisia,2/16/2020,0,0,0,0,0,0,0,Eastern Mediterranean
Turkey,2/16/2020,0,0,0,0,0,0,0,Europe
US,2/16/2020,13,0,3,10,0,0,0,Americas
Uganda,2/16/2020,0,0,0,0,0,0,0,Africa
Ukraine,2/16/2020,0,0,0,0,0,0,0,Europe
United Arab Emirates,2/16/2020,9,0,4,5,1,0,1,Eastern Mediterranean
United Kingdom,2/16/2020,18,0,8,10,0,0,7,Europe
Uruguay,2/16/2020,0,0,0,0,0,0,0,Americas
Uzbekistan,2/16/2020,0,0,0,0,0,0,0,Europe
Venezuela,2/16/2020,0,0,0,0,0,0,0,Americas
Vietnam,2/16/2020,16,0,7,9,0,0,0,Western Pacific
West Bank and Gaza,2/16/2020,0,0,0,0,0,0,0,Eastern Mediterranean
Western Sahara,2/16/2020,0,0,0,0,0,0,0,Africa
Yemen,2/16/2020,0,0,0,0,0,0,0,Eastern Mediterranean
Zambia,2/16/2020,0,0,0,0,0,0,0,Africa
Zimbabwe,2/16/2020,0,0,0,0,0,0,0,Africa
Afghanistan,2/17/2020,0,0,0,0,0,0,0,Eastern Mediterranean
Albania,2/17/2020,0,0,0,0,0,0,0,Europe
Algeria,2/17/2020,0,0,0,0,0,0,0,Africa
Andorra,2/17/2020,0,0,0,0,0,0,0,Europe
Angola,2/17/2020,0,0,0,0,0,0,0,Africa
Antigua and Barbuda,2/17/2020,0,0,0,0,0,0,0,Americas
Argentina,2/17/2020,0,0,0,0,0,0,0,Americas
Armenia,2/17/2020,0,0,0,0,0,0,0,Europe
Australia,2/17/2020,15,0,10,5,0,0,2,Western Pacific
Austria,2/17/2020,0,0,0,0,0,0,0,Europe
Azerbaijan,2/17/2020,0,0,0,0,0,0,0,Europe
Bahamas,2/17/2020,0,0,0,0,0,0,0,Americas
Bahrain,2/17/2020,0,0,0,0,0,0,0,Eastern Mediterranean
Bangladesh,2/17/2020,0,0,0,0,0,0,0,South-East Asia
Barbados,2/17/2020,0,0,0,0,0,0,0,Americas
Belarus,2/17/2020,0,0,0,0,0,0,0,Europe
Belgium,2/17/2020,1,0,1,0,0,0,1,Europe
Belize,2/17/2020,0,0,0,0,0,0,0,Americas
Benin,2/17/2020,0,0,0,0,0,0,0,Africa
Bhutan,2/17/2020,0,0,0,0,0,0,0,South-East Asia
Bolivia,2/17/2020,0,0,0,0,0,0,0,Americas
Bosnia and Herzegovina,2/17/2020,0,0,0,0,0,0,0,Europe
Botswana,2/17/2020,0,0,0,0,0,0,0,Africa
Brazil,2/17/2020,0,0,0,0,0,0,0,Americas
Brunei,2/17/2020,0,0,0,0,0,0,0,Western Pacific
Bulgaria,2/17/2020,0,0,0,0,0,0,0,Europe
Burkina Faso,2/17/2020,0,0,0,0,0,0,0,Africa
Burma,2/17/2020,0,0,0,0,0,0,0,South-East Asia
Burundi,2/17/2020,0,0,0,0,0,0,0,Africa
Cabo Verde,2/17/2020,0,0,0,0,0,0,0,Africa
Cambodia,2/17/2020,1,0,1,0,0,0,0,Western Pacific
Cameroon,2/17/2020,0,0,0,0,0,0,0,Africa
Canada,2/17/2020,8,0,0,8,1,0,0,Americas
Central African Republic,2/17/2020,0,0,0,0,0,0,0,Africa
Chad,2/17/2020,0,0,0,0,0,0,0,Africa
Chile,2/17/2020,0,0,0,0,0,0,0,Americas
China,2/17/2020,72434,1864,11831,58739,1921,98,1621,Western Pacific
Colombia,2/17/2020,0,0,0,0,0,0,0,Americas
Comoros,2/17/2020,0,0,0,0,0,0,0,Africa
Congo (Brazzaville),2/17/2020,0,0,0,0,0,0,0,Africa
Congo (Kinshasa),2/17/2020,0,0,0,0,0,0,0,Africa
Costa Rica,2/17/2020,0,0,0,0,0,0,0,Americas
Cote d'Ivoire,2/17/2020,0,0,0,0,0,0,0,Africa
Croatia,2/17/2020,0,0,0,0,0,0,0,Europe
Cuba,2/17/2020,0,0,0,0,0,0,0,Americas
Cyprus,2/17/2020,0,0,0,0,0,0,0,Europe
Czechia,2/17/2020,0,0,0,0,0,0,0,Europe
Denmark,2/17/2020,0,0,0,0,0,0,0,Europe
Djibouti,2/17/2020,0,0,0,0,0,0,0,Eastern Mediterranean
Dominica,2/17/2020,0,0,0,0,0,0,0,Americas
Dominican Republic,2/17/2020,0,0,0,0,0,0,0,Americas
Ecuador,2/17/2020,0,0,0,0,0,0,0,Americas
Egypt,2/17/2020,1,0,0,1,0,0,0,Eastern Mediterranean
El Salvador,2/17/2020,0,0,0,0,0,0,0,Americas
Equatorial Guinea,2/17/2020,0,0,0,0,0,0,0,Africa
Eritrea,2/17/2020,0,0,0,0,0,0,0,Africa
Estonia,2/17/2020,0,0,0,0,0,0,0,Europe
Eswatini,2/17/2020,0,0,0,0,0,0,0,Africa
Ethiopia,2/17/2020,0,0,0,0,0,0,0,Africa
Fiji,2/17/2020,0,0,0,0,0,0,0,Western Pacific
Finland,2/17/2020,1,0,1,0,0,0,0,Europe
France,2/17/2020,12,1,4,7,0,0,0,Europe
Gabon,2/17/2020,0,0,0,0,0,0,0,Africa
Gambia,2/17/2020,0,0,0,0,0,0,0,Africa
Georgia,2/17/2020,0,0,0,0,0,0,0,Europe
Germany,2/17/2020,16,0,1,15,0,0,0,Europe
Ghana,2/17/2020,0,0,0,0,0,0,0,Africa
Greece,2/17/2020,0,0,0,0,0,0,0,Europe
Greenland,2/17/2020,0,0,0,0,0,0,0,Europe
Grenada,2/17/2020,0,0,0,0,0,0,0,Americas
Guatemala,2/17/2020,0,0,0,0,0,0,0,Americas
Guinea,2/17/2020,0,0,0,0,0,0,0,Africa
Guinea-Bissau,2/17/2020,0,0,0,0,0,0,0,Africa
Guyana,2/17/2020,0,0,0,0,0,0,0,Americas
Haiti,2/17/2020,0,0,0,0,0,0,0,Americas
Holy See,2/17/2020,0,0,0,0,0,0,0,Europe
Honduras,2/17/2020,0,0,0,0,0,0,0,Americas
Hungary,2/17/2020,0,0,0,0,0,0,0,Europe
Iceland,2/17/2020,0,0,0,0,0,0,0,Europe
India,2/17/2020,3,0,3,0,0,0,0,South-East Asia
Indonesia,2/17/2020,0,0,0,0,0,0,0,South-East Asia
Iran,2/17/2020,0,0,0,0,0,0,0,Eastern Mediterranean
Iraq,2/17/2020,0,0,0,0,0,0,0,Eastern Mediterranean
Ireland,2/17/2020,0,0,0,0,0,0,0,Europe
Israel,2/17/2020,0,0,0,0,0,0,0,Europe
Italy,2/17/2020,3,0,0,3,0,0,0,Europe
Jamaica,2/17/2020,0,0,0,0,0,0,0,Americas
Japan,2/17/2020,67,1,12,54,7,0,0,Western Pacific
Jordan,2/17/2020,0,0,0,0,0,0,0,Eastern Mediterranean
Kazakhstan,2/17/2020,0,0,0,0,0,0,0,Europe
Kenya,2/17/2020,0,0,0,0,0,0,0,Africa
Kosovo,2/17/2020,0,0,0,0,0,0,0,Europe
Kuwait,2/17/2020,0,0,0,0,0,0,0,Eastern Mediterranean
Kyrgyzstan,2/17/2020,0,0,0,0,0,0,0,Europe
Laos,2/17/2020,0,0,0,0,0,0,0,Western Pacific
Latvia,2/17/2020,0,0,0,0,0,0,0,Europe
Lebanon,2/17/2020,0,0,0,0,0,0,0,Eastern Mediterranean
Lesotho,2/17/2020,0,0,0,0,0,0,0,Africa
Liberia,2/17/2020,0,0,0,0,0,0,0,Africa
Libya,2/17/2020,0,0,0,0,0,0,0,Eastern Mediterranean
Liechtenstein,2/17/2020,0,0,0,0,0,0,0,Europe
Lithuania,2/17/2020,0,0,0,0,0,0,0,Europe
Luxembourg,2/17/2020,0,0,0,0,0,0,0,Europe
Madagascar,2/17/2020,0,0,0,0,0,0,0,Africa
Malawi,2/17/2020,0,0,0,0,0,0,0,Africa
Malaysia,2/17/2020,22,0,7,15,0,0,0,Western Pacific
Maldives,2/17/2020,0,0,0,0,0,0,0,South-East Asia
Mali,2/17/2020,0,0,0,0,0,0,0,Africa
Malta,2/17/2020,0,0,0,0,0,0,0,Europe
Mauritania,2/17/2020,0,0,0,0,0,0,0,Africa
Mauritius,2/17/2020,0,0,0,0,0,0,0,Africa
Mexico,2/17/2020,0,0,0,0,0,0,0,Americas
Moldova,2/17/2020,0,0,0,0,0,0,0,Europe
Monaco,2/17/2020,0,0,0,0,0,0,0,Europe
Mongolia,2/17/2020,0,0,0,0,0,0,0,Western Pacific
Montenegro,2/17/2020,0,0,0,0,0,0,0,Europe
Morocco,2/17/2020,0,0,0,0,0,0,0,Eastern Mediterranean
Mozambique,2/17/2020,0,0,0,0,0,0,0,Africa
Namibia,2/17/2020,0,0,0,0,0,0,0,Africa
Nepal,2/17/2020,1,0,1,0,0,0,0,South-East Asia
Netherlands,2/17/2020,0,0,0,0,0,0,0,Europe
New Zealand,2/17/2020,0,0,0,0,0,0,0,Western Pacific
Nicaragua,2/17/2020,0,0,0,0,0,0,0,Americas
Niger,2/17/2020,0,0,0,0,0,0,0,Africa
Nigeria,2/17/2020,0,0,0,0,0,0,0,Africa
North Macedonia,2/17/2020,0,0,0,0,0,0,0,Europe
Norway,2/17/2020,0,0,0,0,0,0,0,Europe
Oman,2/17/2020,0,0,0,0,0,0,0,Eastern Mediterranean
Pakistan,2/17/2020,0,0,0,0,0,0,0,Eastern Mediterranean
Panama,2/17/2020,0,0,0,0,0,0,0,Americas
Papua New Guinea,2/17/2020,0,0,0,0,0,0,0,Western Pacific
Paraguay,2/17/2020,0,0,0,0,0,0,0,Americas
Peru,2/17/2020,0,0,0,0,0,0,0,Americas
Philippines,2/17/2020,3,1,1,1,0,0,0,Western Pacific
Poland,2/17/2020,0,0,0,0,0,0,0,Europe
Portugal,2/17/2020,0,0,0,0,0,0,0,Europe
Qatar,2/17/2020,0,0,0,0,0,0,0,Eastern Mediterranean
Romania,2/17/2020,0,0,0,0,0,0,0,Europe
Russia,2/17/2020,2,0,2,0,0,0,0,Europe
Rwanda,2/17/2020,0,0,0,0,0,0,0,Africa
Saint Kitts and Nevis,2/17/2020,0,0,0,0,0,0,0,Americas
Saint Lucia,2/17/2020,0,0,0,0,0,0,0,Americas
Saint Vincent and the Grenadines,2/17/2020,0,0,0,0,0,0,0,Americas
San Marino,2/17/2020,0,0,0,0,0,0,0,Europe
Sao Tome and Principe,2/17/2020,0,0,0,0,0,0,0,Africa
Saudi Arabia,2/17/2020,0,0,0,0,0,0,0,Eastern Mediterranean
Senegal,2/17/2020,0,0,0,0,0,0,0,Africa
Serbia,2/17/2020,0,0,0,0,0,0,0,Europe
Seychelles,2/17/2020,0,0,0,0,0,0,0,Africa
Sierra Leone,2/17/2020,0,0,0,0,0,0,0,Africa
Singapore,2/17/2020,77,0,24,53,2,0,6,Western Pacific
Slovakia,2/17/2020,0,0,0,0,0,0,0,Europe
Slovenia,2/17/2020,0,0,0,0,0,0,0,Europe
Somalia,2/17/2020,0,0,0,0,0,0,0,Eastern Mediterranean
South Africa,2/17/2020,0,0,0,0,0,0,0,Africa
South Korea,2/17/2020,30,0,10,20,1,0,1,Western Pacific
South Sudan,2/17/2020,0,0,0,0,0,0,0,Africa
Spain,2/17/2020,2,0,2,0,0,0,0,Europe
Sri Lanka,2/17/2020,1,0,1,0,0,0,0,South-East Asia
Sudan,2/17/2020,0,0,0,0,0,0,0,Eastern Mediterranean
Suriname,2/17/2020,0,0,0,0,0,0,0,Americas
Sweden,2/17/2020,1,0,0,1,0,0,0,Europe
Switzerland,2/17/2020,0,0,0,0,0,0,0,Europe
Syria,2/17/2020,0,0,0,0,0,0,0,Eastern Mediterranean
Taiwan*,2/17/2020,22,1,2,19,2,0,0,Western Pacific
Tajikistan,2/17/2020,0,0,0,0,0,0,0,Europe
Tanzania,2/17/2020,0,0,0,0,0,0,0,Africa
Thailand,2/17/2020,35,0,15,20,1,0,1,South-East Asia
Timor-Leste,2/17/2020,0,0,0,0,0,0,0,South-East Asia
Togo,2/17/2020,0,0,0,0,0,0,0,Africa
Trinidad and Tobago,2/17/2020,0,0,0,0,0,0,0,Americas
Tunisia,2/17/2020,0,0,0,0,0,0,0,Eastern Mediterranean
Turkey,2/17/2020,0,0,0,0,0,0,0,Europe
US,2/17/2020,13,0,3,10,0,0,0,Americas
Uganda,2/17/2020,0,0,0,0,0,0,0,Africa
Ukraine,2/17/2020,0,0,0,0,0,0,0,Europe
United Arab Emirates,2/17/2020,9,0,4,5,0,0,0,Eastern Mediterranean
United Kingdom,2/17/2020,19,0,8,11,1,0,0,Europe
Uruguay,2/17/2020,0,0,0,0,0,0,0,Americas
Uzbekistan,2/17/2020,0,0,0,0,0,0,0,Europe
Venezuela,2/17/2020,0,0,0,0,0,0,0,Americas
Vietnam,2/17/2020,16,0,7,9,0,0,0,Western Pacific
West Bank and Gaza,2/17/2020,0,0,0,0,0,0,0,Eastern Mediterranean
Western Sahara,2/17/2020,0,0,0,0,0,0,0,Africa
Yemen,2/17/2020,0,0,0,0,0,0,0,Eastern Mediterranean
Zambia,2/17/2020,0,0,0,0,0,0,0,Africa
Zimbabwe,2/17/2020,0,0,0,0,0,0,0,Africa
Afghanistan,2/18/2020,0,0,0,0,0,0,0,Eastern Mediterranean
Albania,2/18/2020,0,0,0,0,0,0,0,Europe
Algeria,2/18/2020,0,0,0,0,0,0,0,Africa
Andorra,2/18/2020,0,0,0,0,0,0,0,Europe
Angola,2/18/2020,0,0,0,0,0,0,0,Africa
Antigua and Barbuda,2/18/2020,0,0,0,0,0,0,0,Americas
Argentina,2/18/2020,0,0,0,0,0,0,0,Americas
Armenia,2/18/2020,0,0,0,0,0,0,0,Europe
Australia,2/18/2020,15,0,10,5,0,0,0,Western Pacific
Austria,2/18/2020,0,0,0,0,0,0,0,Europe
Azerbaijan,2/18/2020,0,0,0,0,0,0,0,Europe
Bahamas,2/18/2020,0,0,0,0,0,0,0,Americas
Bahrain,2/18/2020,0,0,0,0,0,0,0,Eastern Mediterranean
Bangladesh,2/18/2020,0,0,0,0,0,0,0,South-East Asia
Barbados,2/18/2020,0,0,0,0,0,0,0,Americas
Belarus,2/18/2020,0,0,0,0,0,0,0,Europe
Belgium,2/18/2020,1,0,1,0,0,0,0,Europe
Belize,2/18/2020,0,0,0,0,0,0,0,Americas
Benin,2/18/2020,0,0,0,0,0,0,0,Africa
Bhutan,2/18/2020,0,0,0,0,0,0,0,South-East Asia
Bolivia,2/18/2020,0,0,0,0,0,0,0,Americas
Bosnia and Herzegovina,2/18/2020,0,0,0,0,0,0,0,Europe
Botswana,2/18/2020,0,0,0,0,0,0,0,Africa
Brazil,2/18/2020,0,0,0,0,0,0,0,Americas
Brunei,2/18/2020,0,0,0,0,0,0,0,Western Pacific
Bulgaria,2/18/2020,0,0,0,0,0,0,0,Europe
Burkina Faso,2/18/2020,0,0,0,0,0,0,0,Africa
Burma,2/18/2020,0,0,0,0,0,0,0,South-East Asia
Burundi,2/18/2020,0,0,0,0,0,0,0,Africa
Cabo Verde,2/18/2020,0,0,0,0,0,0,0,Africa
Cambodia,2/18/2020,1,0,1,0,0,0,0,Western Pacific
Cameroon,2/18/2020,0,0,0,0,0,0,0,Africa
Canada,2/18/2020,8,0,0,8,0,0,0,Americas
Central African Republic,2/18/2020,0,0,0,0,0,0,0,Africa
Chad,2/18/2020,0,0,0,0,0,0,0,Africa
Chile,2/18/2020,0,0,0,0,0,0,0,Americas
China,2/18/2020,74211,2003,13548,58660,1777,139,1717,Western Pacific
Colombia,2/18/2020,0,0,0,0,0,0,0,Americas
Comoros,2/18/2020,0,0,0,0,0,0,0,Africa
Congo (Brazzaville),2/18/2020,0,0,0,0,0,0,0,Africa
Congo (Kinshasa),2/18/2020,0,0,0,0,0,0,0,Africa
Costa Rica,2/18/2020,0,0,0,0,0,0,0,Americas
Cote d'Ivoire,2/18/2020,0,0,0,0,0,0,0,Africa
Croatia,2/18/2020,0,0,0,0,0,0,0,Europe
Cuba,2/18/2020,0,0,0,0,0,0,0,Americas
Cyprus,2/18/2020,0,0,0,0,0,0,0,Europe
Czechia,2/18/2020,0,0,0,0,0,0,0,Europe
Denmark,2/18/2020,0,0,0,0,0,0,0,Europe
Djibouti,2/18/2020,0,0,0,0,0,0,0,Eastern Mediterranean
Dominica,2/18/2020,0,0,0,0,0,0,0,Americas
Dominican Republic,2/18/2020,0,0,0,0,0,0,0,Americas
Ecuador,2/18/2020,0,0,0,0,0,0,0,Americas
Egypt,2/18/2020,1,0,0,1,0,0,0,Eastern Mediterranean
El Salvador,2/18/2020,0,0,0,0,0,0,0,Americas
Equatorial Guinea,2/18/2020,0,0,0,0,0,0,0,Africa
Eritrea,2/18/2020,0,0,0,0,0,0,0,Africa
Estonia,2/18/2020,0,0,0,0,0,0,0,Europe
Eswatini,2/18/2020,0,0,0,0,0,0,0,Africa
Ethiopia,2/18/2020,0,0,0,0,0,0,0,Africa
Fiji,2/18/2020,0,0,0,0,0,0,0,Western Pacific
Finland,2/18/2020,1,0,1,0,0,0,0,Europe
France,2/18/2020,12,1,4,7,0,0,0,Europe
Gabon,2/18/2020,0,0,0,0,0,0,0,Africa
Gambia,2/18/2020,0,0,0,0,0,0,0,Africa
Georgia,2/18/2020,0,0,0,0,0,0,0,Europe
Germany,2/18/2020,16,0,12,4,0,0,11,Europe
Ghana,2/18/2020,0,0,0,0,0,0,0,Africa
Greece,2/18/2020,0,0,0,0,0,0,0,Europe
Greenland,2/18/2020,0,0,0,0,0,0,0,Europe
Grenada,2/18/2020,0,0,0,0,0,0,0,Americas
Guatemala,2/18/2020,0,0,0,0,0,0,0,Americas
Guinea,2/18/2020,0,0,0,0,0,0,0,Africa
Guinea-Bissau,2/18/2020,0,0,0,0,0,0,0,Africa
Guyana,2/18/2020,0,0,0,0,0,0,0,Americas
Haiti,2/18/2020,0,0,0,0,0,0,0,Americas
Holy See,2/18/2020,0,0,0,0,0,0,0,Europe
Honduras,2/18/2020,0,0,0,0,0,0,0,Americas
Hungary,2/18/2020,0,0,0,0,0,0,0,Europe
Iceland,2/18/2020,0,0,0,0,0,0,0,Europe
India,2/18/2020,3,0,3,0,0,0,0,South-East Asia
Indonesia,2/18/2020,0,0,0,0,0,0,0,South-East Asia
Iran,2/18/2020,0,0,0,0,0,0,0,Eastern Mediterranean
Iraq,2/18/2020,0,0,0,0,0,0,0,Eastern Mediterranean
Ireland,2/18/2020,0,0,0,0,0,0,0,Europe
Israel,2/18/2020,0,0,0,0,0,0,0,Europe
Italy,2/18/2020,3,0,0,3,0,0,0,Europe
Jamaica,2/18/2020,0,0,0,0,0,0,0,Americas
Japan,2/18/2020,79,2,13,64,12,1,1,Western Pacific
Jordan,2/18/2020,0,0,0,0,0,0,0,Eastern Mediterranean
Kazakhstan,2/18/2020,0,0,0,0,0,0,0,Europe
Kenya,2/18/2020,0,0,0,0,0,0,0,Africa
Kosovo,2/18/2020,0,0,0,0,0,0,0,Europe
Kuwait,2/18/2020,0,0,0,0,0,0,0,Eastern Mediterranean
Kyrgyzstan,2/18/2020,0,0,0,0,0,0,0,Europe
Laos,2/18/2020,0,0,0,0,0,0,0,Western Pacific
Latvia,2/18/2020,0,0,0,0,0,0,0,Europe
Lebanon,2/18/2020,0,0,0,0,0,0,0,Eastern Mediterranean
Lesotho,2/18/2020,0,0,0,0,0,0,0,Africa
Liberia,2/18/2020,0,0,0,0,0,0,0,Africa
Libya,2/18/2020,0,0,0,0,0,0,0,Eastern Mediterranean
Liechtenstein,2/18/2020,0,0,0,0,0,0,0,Europe
Lithuania,2/18/2020,0,0,0,0,0,0,0,Europe
Luxembourg,2/18/2020,0,0,0,0,0,0,0,Europe
Madagascar,2/18/2020,0,0,0,0,0,0,0,Africa
Malawi,2/18/2020,0,0,0,0,0,0,0,Africa
Malaysia,2/18/2020,22,0,13,9,0,0,6,Western Pacific
Maldives,2/18/2020,0,0,0,0,0,0,0,South-East Asia
Mali,2/18/2020,0,0,0,0,0,0,0,Africa
Malta,2/18/2020,0,0,0,0,0,0,0,Europe
Mauritania,2/18/2020,0,0,0,0,0,0,0,Africa
Mauritius,2/18/2020,0,0,0,0,0,0,0,Africa
Mexico,2/18/2020,0,0,0,0,0,0,0,Americas
Moldova,2/18/2020,0,0,0,0,0,0,0,Europe
Monaco,2/18/2020,0,0,0,0,0,0,0,Europe
Mongolia,2/18/2020,0,0,0,0,0,0,0,Western Pacific
Montenegro,2/18/2020,0,0,0,0,0,0,0,Europe
Morocco,2/18/2020,0,0,0,0,0,0,0,Eastern Mediterranean
Mozambique,2/18/2020,0,0,0,0,0,0,0,Africa
Namibia,2/18/2020,0,0,0,0,0,0,0,Africa
Nepal,2/18/2020,1,0,1,0,0,0,0,South-East Asia
Netherlands,2/18/2020,0,0,0,0,0,0,0,Europe
New Zealand,2/18/2020,0,0,0,0,0,0,0,Western Pacific
Nicaragua,2/18/2020,0,0,0,0,0,0,0,Americas
Niger,2/18/2020,0,0,0,0,0,0,0,Africa
Nigeria,2/18/2020,0,0,0,0,0,0,0,Africa
North Macedonia,2/18/2020,0,0,0,0,0,0,0,Europe
Norway,2/18/2020,0,0,0,0,0,0,0,Europe
Oman,2/18/2020,0,0,0,0,0,0,0,Eastern Mediterranean
Pakistan,2/18/2020,0,0,0,0,0,0,0,Eastern Mediterranean
Panama,2/18/2020,0,0,0,0,0,0,0,Americas
Papua New Guinea,2/18/2020,0,0,0,0,0,0,0,Western Pacific
Paraguay,2/18/2020,0,0,0,0,0,0,0,Americas
Peru,2/18/2020,0,0,0,0,0,0,0,Americas
Philippines,2/18/2020,3,1,1,1,0,0,0,Western Pacific
Poland,2/18/2020,0,0,0,0,0,0,0,Europe
Portugal,2/18/2020,0,0,0,0,0,0,0,Europe
Qatar,2/18/2020,0,0,0,0,0,0,0,Eastern Mediterranean
Romania,2/18/2020,0,0,0,0,0,0,0,Europe
Russia,2/18/2020,2,0,2,0,0,0,0,Europe
Rwanda,2/18/2020,0,0,0,0,0,0,0,Africa
Saint Kitts and Nevis,2/18/2020,0,0,0,0,0,0,0,Americas
Saint Lucia,2/18/2020,0,0,0,0,0,0,0,Americas
Saint Vincent and the Grenadines,2/18/2020,0,0,0,0,0,0,0,Americas
San Marino,2/18/2020,0,0,0,0,0,0,0,Europe
Sao Tome and Principe,2/18/2020,0,0,0,0,0,0,0,Africa
Saudi Arabia,2/18/2020,0,0,0,0,0,0,0,Eastern Mediterranean
Senegal,2/18/2020,0,0,0,0,0,0,0,Africa
Serbia,2/18/2020,0,0,0,0,0,0,0,Europe
Seychelles,2/18/2020,0,0,0,0,0,0,0,Africa
Sierra Leone,2/18/2020,0,0,0,0,0,0,0,Africa
Singapore,2/18/2020,81,0,29,52,4,0,5,Western Pacific
Slovakia,2/18/2020,0,0,0,0,0,0,0,Europe
Slovenia,2/18/2020,0,0,0,0,0,0,0,Europe
Somalia,2/18/2020,0,0,0,0,0,0,0,Eastern Mediterranean
South Africa,2/18/2020,0,0,0,0,0,0,0,Africa
South Korea,2/18/2020,31,0,12,19,1,0,2,Western Pacific
South Sudan,2/18/2020,0,0,0,0,0,0,0,Africa
Spain,2/18/2020,2,0,2,0,0,0,0,Europe
Sri Lanka,2/18/2020,1,0,1,0,0,0,0,South-East Asia
Sudan,2/18/2020,0,0,0,0,0,0,0,Eastern Mediterranean
Suriname,2/18/2020,0,0,0,0,0,0,0,Americas
Sweden,2/18/2020,1,0,0,1,0,0,0,Europe
Switzerland,2/18/2020,0,0,0,0,0,0,0,Europe
Syria,2/18/2020,0,0,0,0,0,0,0,Eastern Mediterranean
Taiwan*,2/18/2020,22,1,2,19,0,0,0,Western Pacific
Tajikistan,2/18/2020,0,0,0,0,0,0,0,Europe
Tanzania,2/18/2020,0,0,0,0,0,0,0,Africa
Thailand,2/18/2020,35,0,15,20,0,0,0,South-East Asia
Timor-Leste,2/18/2020,0,0,0,0,0,0,0,South-East Asia
Togo,2/18/2020,0,0,0,0,0,0,0,Africa
Trinidad and Tobago,2/18/2020,0,0,0,0,0,0,0,Americas
Tunisia,2/18/2020,0,0,0,0,0,0,0,Eastern Mediterranean
Turkey,2/18/2020,0,0,0,0,0,0,0,Europe
US,2/18/2020,13,0,3,10,0,0,0,Americas
Uganda,2/18/2020,0,0,0,0,0,0,0,Africa
Ukraine,2/18/2020,0,0,0,0,0,0,0,Europe
United Arab Emirates,2/18/2020,9,0,4,5,0,0,0,Eastern Mediterranean
United Kingdom,2/18/2020,19,0,8,11,0,0,0,Europe
Uruguay,2/18/2020,0,0,0,0,0,0,0,Americas
Uzbekistan,2/18/2020,0,0,0,0,0,0,0,Europe
Venezuela,2/18/2020,0,0,0,0,0,0,0,Americas
Vietnam,2/18/2020,16,0,7,9,0,0,0,Western Pacific
West Bank and Gaza,2/18/2020,0,0,0,0,0,0,0,Eastern Mediterranean
Western Sahara,2/18/2020,0,0,0,0,0,0,0,Africa
Yemen,2/18/2020,0,0,0,0,0,0,0,Eastern Mediterranean
Zambia,2/18/2020,0,0,0,0,0,0,0,Africa
Zimbabwe,2/18/2020,0,0,0,0,0,0,0,Africa
