Country,Date,Confirmed,Deaths,Recovered,Active,New_cases,New_deaths,New_recovered,WHO_Region
Argentina,4/19/2020,2839,132,709,1998,81,3,24,Americas
Armenia,4/19/2020,1291,20,545,726,43,0,22,Europe
Australia,4/19/2020,6610,67,4124,2419,42,0,0,Western Pacific
Austria,4/19/2020,14749,452,10501,3796,78,9,287,Europe
Azerbaijan,4/19/2020,1398,19,712,667,25,1,122,Europe
Bahamas,4/19/2020,55,9,10,36,0,0,0,Americas
Bahrain,4/19/2020,1881,7,759,1115,108,0,4,Eastern Mediterranean
Bangladesh,4/19/2020,2456,91,75,2290,312,7,9,South-East Asia
Barbados,4/19/2020,75,5,17,53,0,0,0,Americas
Belarus,4/19/2020,5807,47,494,5266,510,2,152,Europe
Belgium,4/19/2020,38496,5683,8757,24056,1313,230,409,Europe
Belize,4/19/2020,18,2,2,14,0,0,2,Americas
Benin,4/19/2020,35,1,18,16,0,0,0,Africa
Bhutan,4/19/2020,5,0,2,3,0,0,0,South-East Asia
Bolivia,4/19/2020,520,32,31,457,27,1,0,Americas
Bosnia and Herzegovina,4/19/2020,1285,48,347,890,17,1,9,Europe
Botswana,4/19/2020,20,1,0,19,5,0,0,Africa
Brazil,4/19/2020,38654,2462,22130,14062,1996,108,8104,Americas
Brunei,4/19/2020,138,1,115,22,1,0,2,Western Pacific
Bulgaria,4/19/2020,894,42,161,691,16,1,8,Europe
Burkina Faso,4/19/2020,576,36,338,202,11,0,17,Africa
Burma,4/19/2020,111,5,7,99,13,0,2,South-East Asia
Burundi,4/19/2020,5,1,0,4,0,0,0,Africa
Cabo Verde,4/19/2020,61,1,1,59,3,0,0,Africa
Cambodia,4/19/2020,122,0,105,17,0,0,2,Western Pacific
Cameroon,4/19/2020,1017,42,305,670,0,20,128,Africa
Canada,4/19/2020,35620,1564,0,34056,1277,164,0,Americas
Central African Republic,4/19/2020,12,0,4,8,0,0,0,Africa
Chad,4/19/2020,33,0,8,25,0,0,0,Africa
Chile,4/19/2020,10956,133,4338,6485,358,7,303,Americas
China,4/19/2020,83805,4636,76120,3049,18,0,76,Western Pacific
Colombia,4/19/2020,3792,179,711,2902,171,13,77,Americas
Comoros,4/19/2020,0,0,0,0,0,0,0,Africa
Congo (Brazzaville),4/19/2020,143,6,11,126,0,0,0,Africa
Congo (Kinshasa),4/19/2020,327,25,26,276,20,0,0,Africa
Costa Rica,4/19/2020,660,5,112,543,5,1,15,Americas
Cote d'Ivoire,4/19/2020,847,9,260,578,46,1,21,Africa
Croatia,4/19/2020,1871,47,709,1115,39,8,94,Europe
Cuba,4/19/2020,1035,34,255,746,49,2,28,Americas
Cyprus,4/19/2020,767,12,81,674,6,0,2,Europe
Czechia,4/19/2020,6746,186,1298,5262,140,5,71,Europe
Denmark,4/19/2020,7569,355,4317,2897,143,9,297,Europe
Djibouti,4/19/2020,846,2,102,742,114,0,26,Eastern Mediterranean
Dominica,4/19/2020,16,0,8,8,0,0,0,Americas
Dominican Republic,4/19/2020,4680,226,363,4091,345,9,51,Americas
Ecuador,4/19/2020,9468,474,1061,7933,446,18,53,Americas
Egypt,4/19/2020,3144,239,732,2173,112,15,31,Eastern Mediterranean
El Salvador,4/19/2020,201,7,44,150,11,0,1,Americas
Equatorial Guinea,4/19/2020,79,0,4,75,0,0,0,Africa
Eritrea,4/19/2020,39,0,3,36,0,0,0,Africa
Estonia,4/19/2020,1528,40,164,1324,16,2,2,Europe
Eswatini,4/19/2020,22,1,8,13,0,0,0,Africa
Ethiopia,4/19/2020,108,3,16,89,3,0,0,Africa
Fiji,4/19/2020,17,0,0,17,0,0,0,Western Pacific
Finland,4/19/2020,3783,94,1700,1989,102,4,0,Europe
France,4/19/2020,153011,19720,36578,96713,4925,395,595,Europe
Gabon,4/19/2020,109,1,7,101,1,0,0,Africa
Gambia,4/19/2020,10,1,2,7,1,0,0,Africa
Georgia,4/19/2020,394,4,93,297,6,0,7,Europe
Germany,4/19/2020,145184,4586,88000,52598,1842,127,2600,Europe
Ghana,4/19/2020,1042,9,99,934,208,0,0,Africa
Greece,4/19/2020,2235,113,269,1853,0,3,0,Europe
Greenland,4/19/2020,11,0,11,0,0,0,0,Europe
Grenada,4/19/2020,14,0,6,8,0,0,0,Americas
Guatemala,4/19/2020,257,7,21,229,22,0,0,Americas
Guinea,4/19/2020,579,5,87,487,61,2,22,Africa
Guinea-Bissau,4/19/2020,50,0,3,47,4,0,3,Africa
Guyana,4/19/2020,65,7,9,49,2,1,0,Americas
Haiti,4/19/2020,47,3,0,44,3,0,0,Americas
Holy See,4/19/2020,8,0,2,6,0,0,0,Europe
Honduras,4/19/2020,472,46,15,411,15,0,5,Americas
Hungary,4/19/2020,1916,189,250,1477,82,17,19,Europe
Iceland,4/19/2020,1771,9,1291,471,11,0,0,Europe
India,4/19/2020,17615,559,2854,14202,1893,38,391,South-East Asia
Indonesia,4/19/2020,6575,582,686,5307,327,47,55,South-East Asia
Iran,4/19/2020,82211,5118,57023,20070,1343,87,1036,Eastern Mediterranean
Iraq,4/19/2020,1539,82,1009,448,26,0,56,Eastern Mediterranean
Ireland,4/19/2020,15251,610,77,14564,493,39,0,Europe
Israel,4/19/2020,13491,172,3754,9565,226,8,298,Europe
Italy,4/19/2020,178972,23660,47055,108257,3047,433,2128,Europe
Jamaica,4/19/2020,173,5,27,141,10,0,2,Americas
Japan,4/19/2020,10914,255,1159,9500,366,19,90,Western Pacific
Jordan,4/19/2020,417,7,276,134,4,0,7,Eastern Mediterranean
Kazakhstan,4/19/2020,1676,17,400,1259,61,0,23,Europe
Kenya,4/19/2020,270,14,67,189,8,2,7,Africa
Kosovo,4/19/2020,561,12,102,447,51,0,9,Europe
Kuwait,4/19/2020,1915,7,305,1603,164,1,25,Eastern Mediterranean
Kyrgyzstan,4/19/2020,554,5,133,416,48,0,3,Europe
Laos,4/19/2020,19,0,2,17,0,0,0,Western Pacific
Latvia,4/19/2020,727,5,88,634,15,0,0,Europe
Lebanon,4/19/2020,673,21,102,550,1,0,3,Eastern Mediterranean
Lesotho,4/19/2020,0,0,0,0,0,0,0,Africa
Liberia,4/19/2020,91,8,7,76,15,1,0,Africa
Libya,4/19/2020,51,1,11,39,2,0,0,Eastern Mediterranean
Liechtenstein,4/19/2020,81,1,78,2,2,0,1,Europe
Lithuania,4/19/2020,1298,35,242,1021,59,2,14,Europe
Luxembourg,4/19/2020,3550,73,627,2850,13,1,26,Europe
Madagascar,4/19/2020,121,0,39,82,1,0,4,Africa
Malawi,4/19/2020,17,2,3,12,0,0,0,Africa
Malaysia,4/19/2020,5389,89,3197,2103,84,1,95,Western Pacific
Maldives,4/19/2020,52,0,16,36,17,0,0,South-East Asia
Mali,4/19/2020,224,14,42,168,8,1,1,Africa
Malta,4/19/2020,427,3,118,306,1,0,19,Europe
Mauritania,4/19/2020,7,1,6,0,0,0,4,Africa
Mauritius,4/19/2020,328,9,208,111,3,0,28,Africa
Mexico,4/19/2020,8261,686,2627,4948,764,36,502,Americas
Moldova,4/19/2020,2472,67,457,1948,94,10,66,Europe
Monaco,4/19/2020,94,3,22,69,0,0,0,Europe
Mongolia,4/19/2020,32,0,7,25,1,0,2,Western Pacific
Montenegro,4/19/2020,308,5,55,248,1,0,0,Europe
Morocco,4/19/2020,2855,141,327,2387,170,4,13,Eastern Mediterranean
Mozambique,4/19/2020,39,0,0,39,4,0,0,Africa
Namibia,4/19/2020,16,0,6,10,0,0,0,Africa
Nepal,4/19/2020,31,0,4,27,0,0,2,South-East Asia
Netherlands,4/19/2020,32833,3697,72,29064,1070,84,5,Europe
New Zealand,4/19/2020,1431,12,912,507,9,1,45,Western Pacific
Nicaragua,4/19/2020,10,2,6,2,1,0,0,Americas
Niger,4/19/2020,648,20,117,511,9,1,4,Africa
Nigeria,4/19/2020,627,21,170,436,85,2,4,Africa
North Macedonia,4/19/2020,1207,51,179,977,37,2,15,Europe
Norway,4/19/2020,7078,165,32,6881,42,1,0,Europe
Oman,4/19/2020,1266,7,233,1026,86,1,57,Eastern Mediterranean
Pakistan,4/19/2020,8418,176,1970,6272,70,8,102,Eastern Mediterranean
Panama,4/19/2020,4273,120,140,4013,63,4,18,Americas
Papua New Guinea,4/19/2020,7,0,0,7,0,0,0,Western Pacific
Paraguay,4/19/2020,206,8,41,157,4,0,6,Americas
Peru,4/19/2020,15628,400,6811,8417,1208,52,127,Americas
Philippines,4/19/2020,6259,409,572,5278,172,12,56,Western Pacific
Poland,4/19/2020,9287,360,1040,7887,545,13,59,Europe
Portugal,4/19/2020,20206,714,610,18882,521,27,0,Europe
Qatar,4/19/2020,5448,8,518,4922,440,0,8,Eastern Mediterranean
Romania,4/19/2020,8746,451,1892,6403,328,30,162,Europe
Russia,4/19/2020,42853,361,3291,39201,6060,48,234,Europe
Rwanda,4/19/2020,147,0,76,71,3,0,7,Africa
Saint Kitts and Nevis,4/19/2020,14,0,0,14,0,0,0,Americas
Saint Lucia,4/19/2020,15,0,11,4,0,0,0,Americas
Saint Vincent and the Grenadines,4/19/2020,12,0,1,11,0,0,0,Americas
San Marino,4/19/2020,461,39,60,362,6,0,0,Europe
Sao Tome and Principe,4/19/2020,4,0,0,4,0,0,0,Africa
Saudi Arabia,4/19/2020,9362,97,1398,7867,1088,5,69,Eastern Mediterranean
Senegal,4/19/2020,367,3,220,144,17,0,9,Africa
Serbia,4/19/2020,6318,122,753,5443,324,5,116,Europe
Seychelles,4/19/2020,11,0,5,6,0,0,0,Africa
Sierra Leone,4/19/2020,35,0,6,29,5,0,6,Africa
Singapore,4/19/2020,6588,11,768,5809,596,0,28,Western Pacific
Slovakia,4/19/2020,1161,12,229,920,72,1,16,Europe
Slovenia,4/19/2020,1330,74,192,1064,13,4,2,Europe
Somalia,4/19/2020,164,7,3,154,29,0,1,Eastern Mediterranean
South Africa,4/19/2020,3158,54,903,2201,124,2,0,Africa
South Korea,4/19/2020,10661,234,8042,2385,8,2,105,Western Pacific
South Sudan,4/19/2020,4,0,0,4,0,0,0,Africa
Spain,4/19/2020,198674,20453,77357,100864,6948,410,2560,Europe
Sri Lanka,4/19/2020,271,7,96,168,17,0,10,South-East Asia
Sudan,4/19/2020,66,10,6,50,0,0,0,Eastern Mediterranean
Suriname,4/19/2020,10,1,6,3,0,0,0,Americas
Sweden,4/19/2020,14385,1540,0,12845,563,29,0,Europe
Switzerland,4/19/2020,27740,1393,17800,8547,336,25,700,Europe
Syria,4/19/2020,39,3,0,36,1,1,0,Eastern Mediterranean
Taiwan*,4/19/2020,420,6,189,225,22,0,11,Western Pacific
Tajikistan,4/19/2020,0,0,0,0,0,0,0,Europe
Tanzania,4/19/2020,170,7,11,152,23,2,0,Africa
Thailand,4/19/2020,2765,47,1928,790,32,0,141,South-East Asia
Timor-Leste,4/19/2020,19,0,0,19,1,0,0,South-East Asia
Togo,4/19/2020,84,5,52,27,0,0,3,Africa
Trinidad and Tobago,4/19/2020,114,8,21,85,0,0,0,Americas
Tunisia,4/19/2020,879,38,43,798,15,1,0,Eastern Mediterranean
Turkey,4/19/2020,86306,2017,11976,72313,3977,127,1523,Europe
US,4/19/2020,756375,41671,70337,644367,26038,1229,5497,Americas
Uganda,4/19/2020,55,0,28,27,0,0,6,Africa
Ukraine,4/19/2020,5449,141,347,4961,343,8,72,Europe
United Arab Emirates,4/19/2020,6781,41,1286,5454,479,4,98,Eastern Mediterranean
United Kingdom,4/19/2020,126394,18540,436,107418,3860,499,22,Europe
Uruguay,4/19/2020,528,10,298,220,11,1,0,Americas
Uzbekistan,4/19/2020,1565,5,225,1335,75,0,31,Europe
Venezuela,4/19/2020,256,9,117,130,29,0,4,Americas
Vietnam,4/19/2020,268,0,202,66,0,0,1,Western Pacific
West Bank and Gaza,4/19/2020,319,2,71,246,6,0,2,Eastern Mediterranean
Western Sahara,4/19/2020,6,0,0,6,0,0,0,Africa
Yemen,4/19/2020,1,0,0,1,0,0,0,Eastern Mediterranean
Zambia,4/19/2020,61,3,33,25,4,1,0,Africa
Zimbabwe,4/19/2020,25,3,2,20,0,0,0,Africa
Afghanistan,4/20/2020,1026,36,135,855,30,3,4,Eastern Mediterranean
Albania,4/20/2020,584,26,327,231,22,0,13,Europe
Algeria,4/20/2020,2718,384,1099,1235,89,9,52,Africa
Andorra,4/20/2020,717,37,248,432,4,1,13,Europe
Angola,4/20/2020,24,2,6,16,0,0,0,Africa
Antigua and Barbuda,4/20/2020,23,3,3,17,0,0,0,Americas
Argentina,4/20/2020,2941,136,737,2068,102,4,28,Americas
Armenia,4/20/2020,1339,22,580,737,48,2,35,Europe
Australia,4/20/2020,6623,67,4291,2265,13,0,167,Western Pacific
Austria,4/20/2020,14795,470,10631,3694,46,18,130,Europe
Azerbaijan,4/20/2020,1436,19,791,626,38,0,79,Europe
Bahamas,4/20/2020,60,9,11,40,5,0,1,Americas
Bahrain,4/20/2020,1907,7,769,1131,26,0,10,Eastern Mediterranean
Bangladesh,4/20/2020,2948,101,85,2762,492,10,10,South-East Asia
Barbados,4/20/2020,75,5,19,51,0,0,2,Americas
Belarus,4/20/2020,6264,51,514,5699,457,4,20,Europe
Belgium,4/20/2020,39983,5828,8895,25260,1487,145,138,Europe
Belize,4/20/2020,18,2,2,14,0,0,0,Americas
Benin,4/20/2020,54,1,27,26,19,0,9,Africa
Bhutan,4/20/2020,5,0,2,3,0,0,0,South-East Asia
Bolivia,4/20/2020,564,33,31,500,44,1,0,Americas
Bosnia and Herzegovina,4/20/2020,1309,49,381,879,24,1,34,Europe
Botswana,4/20/2020,20,1,0,19,0,0,0,Africa
Brazil,4/20/2020,40743,2587,22130,16026,2089,125,0,Americas
Brunei,4/20/2020,138,1,116,21,0,0,1,Western Pacific
Bulgaria,4/20/2020,929,43,167,719,35,1,6,Europe
Burkina Faso,4/20/2020,581,38,357,186,5,2,19,Africa
Burma,4/20/2020,119,5,7,107,8,0,0,South-East Asia
Burundi,4/20/2020,5,1,4,0,0,0,4,Africa
Cabo Verde,4/20/2020,67,1,1,65,6,0,0,Africa
Cambodia,4/20/2020,122,0,107,15,0,0,2,Western Pacific
Cameroon,4/20/2020,1163,42,305,816,146,0,0,Africa
Canada,4/20/2020,37645,1726,0,35919,2025,162,0,Americas
Central African Republic,4/20/2020,12,0,4,8,0,0,0,Africa
Chad,4/20/2020,33,0,8,25,0,0,0,Africa
Chile,4/20/2020,11375,139,4676,6560,419,6,338,Americas
China,4/20/2020,83817,4636,76174,3007,12,0,54,Western Pacific
Colombia,4/20/2020,3977,189,804,2984,185,10,93,Americas
Comoros,4/20/2020,0,0,0,0,0,0,0,Africa
Congo (Brazzaville),4/20/2020,160,6,16,138,17,0,5,Africa
Congo (Kinshasa),4/20/2020,332,25,27,280,5,0,1,Africa
Costa Rica,4/20/2020,662,6,124,532,2,1,12,Americas
Cote d'Ivoire,4/20/2020,847,9,260,578,0,0,0,Africa
Croatia,4/20/2020,1881,47,771,1063,10,0,62,Europe
Cuba,4/20/2020,1087,36,285,766,52,2,30,Americas
Cyprus,4/20/2020,772,12,81,679,5,0,0,Europe
Czechia,4/20/2020,6900,194,1559,5147,154,8,261,Europe
Denmark,4/20/2020,7700,364,4488,2848,131,9,171,Europe
Djibouti,4/20/2020,846,2,102,742,0,0,0,Eastern Mediterranean
Dominica,4/20/2020,16,0,8,8,0,0,0,Americas
Dominican Republic,4/20/2020,4964,235,416,4313,284,9,53,Americas
Ecuador,4/20/2020,10128,507,1150,8471,660,33,89,Americas
Egypt,4/20/2020,3333,250,821,2262,189,11,89,Eastern Mediterranean
El Salvador,4/20/2020,218,7,46,165,17,0,2,Americas
Equatorial Guinea,4/20/2020,79,0,7,72,0,0,3,Africa
Eritrea,4/20/2020,39,0,3,36,0,0,0,Africa
Estonia,4/20/2020,1535,40,165,1330,7,0,1,Europe
Eswatini,4/20/2020,24,1,8,15,2,0,0,Africa
Ethiopia,4/20/2020,111,3,16,92,3,0,0,Africa
Fiji,4/20/2020,18,0,3,15,1,0,3,Western Pacific
Finland,4/20/2020,3868,98,2000,1770,85,4,300,Europe
France,4/20/2020,155393,20267,37409,97717,2382,547,831,Europe
Gabon,4/20/2020,120,1,7,112,11,0,0,Africa
Gambia,4/20/2020,10,1,2,7,0,0,0,Africa
Georgia,4/20/2020,402,4,95,303,8,0,2,Europe
Germany,4/20/2020,147065,4862,91500,50703,1881,276,3500,Europe
Ghana,4/20/2020,1042,9,99,934,0,0,0,Africa
Greece,4/20/2020,2245,116,269,1860,10,3,0,Europe
Greenland,4/20/2020,11,0,11,0,0,0,0,Europe
Grenada,4/20/2020,14,0,6,8,0,0,0,Americas
Guatemala,4/20/2020,289,7,21,261,32,0,0,Americas
Guinea,4/20/2020,622,5,122,495,43,0,35,Africa
Guinea-Bissau,4/20/2020,50,0,3,47,0,0,0,Africa
Guyana,4/20/2020,65,7,9,49,0,0,0,Americas
Haiti,4/20/2020,57,3,0,54,10,0,0,Americas
Holy See,4/20/2020,9,0,2,7,1,0,0,Europe
Honduras,4/20/2020,477,46,25,406,5,0,10,Americas
Hungary,4/20/2020,1984,199,267,1518,68,10,17,Europe
Iceland,4/20/2020,1773,10,1362,401,2,1,71,Europe
India,4/20/2020,18539,592,3273,14674,924,33,419,South-East Asia
Indonesia,4/20/2020,6760,590,747,5423,185,8,61,South-East Asia
Iran,4/20/2020,83505,5209,59273,19023,1294,91,2250,Eastern Mediterranean
Iraq,4/20/2020,1574,82,1043,449,35,0,34,Eastern Mediterranean
Ireland,4/20/2020,15652,687,77,14888,401,77,0,Europe
Israel,4/20/2020,13713,177,4049,9487,222,5,295,Europe
Italy,4/20/2020,181228,24114,48877,108237,2256,454,1822,Europe
Jamaica,4/20/2020,223,5,27,191,50,0,0,Americas
Japan,4/20/2020,11258,275,1159,9824,344,20,0,Western Pacific
Jordan,4/20/2020,425,7,282,136,8,0,6,Eastern Mediterranean
Kazakhstan,4/20/2020,1852,19,447,1386,176,2,47,Europe
Kenya,4/20/2020,281,14,69,198,11,0,2,Africa
Kosovo,4/20/2020,598,15,123,460,37,3,21,Europe
Kuwait,4/20/2020,1995,9,367,1619,80,2,62,Eastern Mediterranean
Kyrgyzstan,4/20/2020,568,7,201,360,14,2,68,Europe
Laos,4/20/2020,19,0,2,17,0,0,0,Western Pacific
Latvia,4/20/2020,739,5,88,646,12,0,0,Europe
Lebanon,4/20/2020,677,21,103,553,4,0,1,Eastern Mediterranean
Lesotho,4/20/2020,0,0,0,0,0,0,0,Africa
Liberia,4/20/2020,99,8,7,84,8,0,0,Africa
Libya,4/20/2020,51,1,15,35,0,0,4,Eastern Mediterranean
Liechtenstein,4/20/2020,81,1,78,2,0,0,0,Europe
Lithuania,4/20/2020,1326,37,242,1047,28,2,0,Europe
Luxembourg,4/20/2020,3558,75,637,2846,8,2,10,Europe
Madagascar,4/20/2020,121,0,41,80,0,0,2,Africa
Malawi,4/20/2020,17,2,3,12,0,0,0,Africa
Malaysia,4/20/2020,5425,89,3295,2041,36,0,98,Western Pacific
Maldives,4/20/2020,69,0,16,53,17,0,0,South-East Asia
Mali,4/20/2020,246,14,56,176,22,0,14,Africa
Malta,4/20/2020,431,3,126,302,4,0,8,Europe
Mauritania,4/20/2020,7,1,6,0,0,0,0,Africa
Mauritius,4/20/2020,328,9,224,95,0,0,16,Africa
Mexico,4/20/2020,8772,712,2627,5433,511,26,0,Americas
Moldova,4/20/2020,2548,70,457,2021,76,3,0,Europe
Monaco,4/20/2020,94,3,23,68,0,0,1,Europe
Mongolia,4/20/2020,33,0,7,26,1,0,0,Western Pacific
Montenegro,4/20/2020,312,5,88,219,4,0,33,Europe
Morocco,4/20/2020,3046,143,350,2553,191,2,23,Eastern Mediterranean
Mozambique,4/20/2020,39,0,0,39,0,0,0,Africa
Namibia,4/20/2020,16,0,6,10,0,0,0,Africa
Nepal,4/20/2020,31,0,4,27,0,0,0,South-East Asia
Netherlands,4/20/2020,33583,3764,72,29747,750,67,0,Europe
New Zealand,4/20/2020,1440,12,974,454,9,0,62,Western Pacific
Nicaragua,4/20/2020,10,2,6,2,0,0,0,Americas
Niger,4/20/2020,648,20,117,511,0,0,0,Africa
Nigeria,4/20/2020,665,22,188,455,38,1,18,Africa
North Macedonia,4/20/2020,1225,54,200,971,18,3,21,Europe
Norway,4/20/2020,7156,181,32,6943,78,16,0,Europe
Oman,4/20/2020,1410,7,238,1165,144,0,5,Eastern Mediterranean
Pakistan,4/20/2020,9565,201,2073,7291,1147,25,103,Eastern Mediterranean
Panama,4/20/2020,4467,126,165,4176,194,6,25,Americas
Papua New Guinea,4/20/2020,7,0,0,7,0,0,0,Western Pacific
Paraguay,4/20/2020,208,8,46,154,2,0,5,Americas
Peru,4/20/2020,16325,445,6968,8912,697,45,157,Americas
Philippines,4/20/2020,6459,428,613,5418,200,19,41,Western Pacific
Poland,4/20/2020,9593,380,1133,8080,306,20,93,Europe
Portugal,4/20/2020,20863,735,610,19518,657,21,0,Europe
Qatar,4/20/2020,6015,9,555,5451,567,1,37,Eastern Mediterranean
Romania,4/20/2020,8936,478,2017,6441,190,27,125,Europe
Russia,4/20/2020,47121,405,3446,43270,4268,44,155,Europe
Rwanda,4/20/2020,147,0,76,71,0,0,0,Africa
Saint Kitts and Nevis,4/20/2020,15,0,0,15,1,0,0,Americas
Saint Lucia,4/20/2020,15,0,13,2,0,0,2,Americas
Saint Vincent and the Grenadines,4/20/2020,12,0,1,11,0,0,0,Americas
San Marino,4/20/2020,462,39,61,362,1,0,1,Europe
Sao Tome and Principe,4/20/2020,4,0,0,4,0,0,0,Africa
Saudi Arabia,4/20/2020,10484,103,1490,8891,1122,6,92,Eastern Mediterranean
Senegal,4/20/2020,377,5,235,137,10,2,15,Africa
Serbia,4/20/2020,6630,125,870,5635,312,3,117,Europe
Seychelles,4/20/2020,11,0,5,6,0,0,0,Africa
Sierra Leone,4/20/2020,43,0,6,37,8,0,0,Africa
Singapore,4/20/2020,8014,11,801,7202,1426,0,33,Western Pacific
Slovakia,4/20/2020,1173,13,251,909,12,1,22,Europe
Slovenia,4/20/2020,1335,77,193,1065,5,3,1,Europe
Somalia,4/20/2020,237,8,4,225,73,1,1,Eastern Mediterranean
South Africa,4/20/2020,3300,58,1055,2187,142,4,152,Africa
South Korea,4/20/2020,10674,236,8114,2324,13,2,72,Western Pacific
South Sudan,4/20/2020,4,0,0,4,0,0,0,Africa
Spain,4/20/2020,200210,20852,80587,98771,1536,399,3230,Europe
Sri Lanka,4/20/2020,304,7,98,199,33,0,2,South-East Asia
Sudan,4/20/2020,107,12,8,87,41,2,2,Eastern Mediterranean
Suriname,4/20/2020,10,1,6,3,0,0,0,Americas
Sweden,4/20/2020,14777,1580,0,13197,392,40,0,Europe
Switzerland,4/20/2020,27944,1429,18600,7915,204,36,800,Europe
Syria,4/20/2020,39,3,0,36,0,0,0,Eastern Mediterranean
Taiwan*,4/20/2020,422,6,203,213,2,0,14,Western Pacific
Tajikistan,4/20/2020,0,0,0,0,0,0,0,Europe
Tanzania,4/20/2020,254,10,11,233,84,3,0,Africa
Thailand,4/20/2020,2792,47,1999,746,27,0,71,South-East Asia
Timor-Leste,4/20/2020,22,0,0,22,3,0,0,South-East Asia
Togo,4/20/2020,84,6,53,25,0,1,1,Africa
Trinidad and Tobago,4/20/2020,114,8,22,84,0,0,1,Americas
Tunisia,4/20/2020,884,38,148,698,5,0,105,Eastern Mediterranean
Turkey,4/20/2020,90980,2140,13430,75410,4674,123,1454,Europe
US,4/20/2020,783716,43466,72329,667921,27341,1795,1992,Americas
Uganda,4/20/2020,56,0,38,18,1,0,10,Africa
Ukraine,4/20/2020,5710,151,359,5200,261,10,12,Europe
United Arab Emirates,4/20/2020,7265,43,1360,5862,484,2,74,Eastern Mediterranean
United Kingdom,4/20/2020,131260,19105,446,111709,4866,565,10,Europe
Uruguay,4/20/2020,535,10,313,212,7,0,15,Americas
Uzbekistan,4/20/2020,1627,5,261,1361,62,0,36,Europe
Venezuela,4/20/2020,256,9,117,130,0,0,0,Americas
Vietnam,4/20/2020,268,0,214,54,0,0,12,Western Pacific
West Bank and Gaza,4/20/2020,329,2,71,256,10,0,0,Eastern Mediterranean
Western Sahara,4/20/2020,6,0,0,6,0,0,0,Africa
Yemen,4/20/2020,1,0,0,1,0,0,0,Eastern Mediterranean
Zambia,4/20/2020,65,3,35,27,4,0,2,Africa
Zimbabwe,4/20/2020,25,3,2,20,0,0,0,Africa
Afghanistan,4/21/2020,1092,36,150,906,66,0,15,Eastern Mediterranean
Albania,4/21/2020,609,26,345,238,25,0,18,Europe
Algeria,4/21/2020,2811,392,1152,1267,93,8,53,Africa
Andorra,4/21/2020,717,37,282,398,0,0,34,Europe
Angola,4/21/2020,24,2,6,16,0,0,0,Africa
Antigua and Barbuda,4/21/2020,23,3,7,13,0,0,4,Americas
Argentina,4/21/2020,3031,147,840,2044,90,11,103,Americas
Armenia,4/21/2020,1401,24,609,768,62,2,29,Europe
Australia,4/21/2020,6645,67,4695,1883,22,0,404,Western Pacific
Austria,4/21/2020,14873,491,10971,3411,78,21,340,Europe
Azerbaijan,4/21/2020,1480,20,865,595,44,1,74,Europe
Bahamas,4/21/2020,65,9,12,44,5,0,1,Americas
Bahrain,4/21/2020,1973,7,784,1182,66,0,15,Eastern Mediterranean
Bangladesh,4/21/2020,3382,110,87,3185,434,9,2,South-East Asia
Barbados,4/21/2020,75,5,25,45,0,0,6,Americas
Belarus,4/21/2020,6723,55,577,6091,459,4,63,Europe
Belgium,4/21/2020,40956,5998,9002,25956,973,170,107,Europe
Belize,4/21/2020,18,2,2,14,0,0,0,Americas
Benin,4/21/2020,54,1,27,26,0,0,0,Africa
Bhutan,4/21/2020,6,0,2,4,1,0,0,South-East Asia
Bolivia,4/21/2020,598,34,37,527,34,1,6,Americas
Bosnia and Herzegovina,4/21/2020,1342,51,437,854,33,2,56,Europe
Botswana,4/21/2020,20,1,0,19,0,0,0,Africa
Brazil,4/21/2020,43079,2741,22991,17347,2336,154,861,Americas
Brunei,4/21/2020,138,1,116,21,0,0,0,Western Pacific
Bulgaria,4/21/2020,975,45,170,760,46,2,3,Europe
Burkina Faso,4/21/2020,600,38,362,200,19,0,5,Africa
Burma,4/21/2020,121,5,7,109,2,0,0,South-East Asia
Burundi,4/21/2020,5,1,4,0,0,0,0,Africa
Cabo Verde,4/21/2020,68,1,1,66,1,0,0,Africa
Cambodia,4/21/2020,122,0,110,12,0,0,3,Western Pacific
Cameroon,4/21/2020,1163,43,329,791,0,1,24,Africa
Canada,4/21/2020,39389,1909,0,37480,1744,183,0,Americas
Central African Republic,4/21/2020,14,0,10,4,2,0,6,Africa
Chad,4/21/2020,33,0,8,25,0,0,0,Africa
Chile,4/21/2020,11700,147,4969,6584,325,8,293,Americas
China,4/21/2020,83853,4636,76228,2989,36,0,54,Western Pacific
Colombia,4/21/2020,4149,196,804,3149,172,7,0,Americas
Comoros,4/21/2020,0,0,0,0,0,0,0,Africa
Congo (Brazzaville),4/21/2020,165,6,16,143,5,0,0,Africa
Congo (Kinshasa),4/21/2020,350,25,35,290,18,0,8,Africa
Costa Rica,4/21/2020,669,6,150,513,7,0,26,Americas
Cote d'Ivoire,4/21/2020,916,13,303,600,69,4,43,Africa
Croatia,4/21/2020,1908,48,801,1059,27,1,30,Europe
Cuba,4/21/2020,1137,38,309,790,50,2,24,Americas
Cyprus,4/21/2020,784,12,98,674,12,0,17,Europe
Czechia,4/21/2020,7033,201,1753,5079,133,7,194,Europe
Denmark,4/21/2020,7880,370,4878,2632,180,6,390,Europe
Djibouti,4/21/2020,945,2,112,831,99,0,10,Eastern Mediterranean
Dominica,4/21/2020,16,0,8,8,0,0,0,Americas
Dominican Republic,4/21/2020,5044,245,463,4336,80,10,47,Americas
Ecuador,4/21/2020,10398,520,1207,8671,270,13,57,Americas
